Name,Formula,Property,Value,Unit
Lithium chloride,Li=1 | Cl=1,Density,2.068,g/cm3
Lithium chloride,Li=1 | Cl=1,Solubility,68.29,g/100 mL (0&nbsp;°C) 74.48 g/100 mL (10&nbsp;°C) 84.25 g/100 mL (25&nbsp;°C) 88.7 g/100 mL (40&nbsp;°C) 123.44 g/100 mL (100&nbsp;°C) 44.6 g/100 g (60&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,Solvent2,ethanol,
Lithium chloride,Li=1 | Cl=1,Solubility2,14.42,g/100 g (0&nbsp;°C) 24.28 g/100 g (20&nbsp;°C) 25.1 g/100 g (30&nbsp;°C) 23.46 g/100 g (60&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,Solvent3,formic acid,
Lithium chloride,Li=1 | Cl=1,Solubility3,26.6,g/100 g (18&nbsp;°C) 27.5 g/100 g (25&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,Solvent4,acetone,
Lithium chloride,Li=1 | Cl=1,Solubility4,1.2,g/100 g (20&nbsp;°C) 0.83 g/100 g (25&nbsp;°C) 0.61 g/100 g (50&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,Solvent5,liquid ammonia,
Lithium chloride,Li=1 | Cl=1,Solubility5,0.54,g/100 g (-34&nbsp;°C) 3.02 g/100 g (25&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,MeltingPtC,605-614,
Lithium chloride,Li=1 | Cl=1,BoilingPtC,1382,
Lithium chloride,Li=1 | Cl=1,RefractIndex,1.662,(24&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,VaporPressure,1,torr (785&nbsp;°C) 10 torr (934&nbsp;°C) 100 torr (1130&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,Viscosity,0.87,cP (807&nbsp;°C)
Lithium chloride,Li=1 | Cl=1,MolShape,Linear (gas),
Lithium chloride,Li=1 | Cl=1,Coordination,Octahedral,
Lithium chloride,Li=1 | Cl=1,Dipole,7.13,D (gas)
Lithium chloride,Li=1 | Cl=1,DeltaHf,-408.27,kJ/mol
Lithium chloride,Li=1 | Cl=1,DeltaGf,-384,kJ/mol
Lithium chloride,Li=1 | Cl=1,Entropy,59.31,J/mol·K
Lithium chloride,Li=1 | Cl=1,HeatCapacity,48.03,J/mol·K
Lithium chloride,Li=1 | Cl=1,ExternalSDS,[http://www.ilo.org/public/english/protection/safework/cis/products/icsc/dtasht/_icsc07/icsc0711.htm ICSC 0711],
Lithium chloride,Li=1 | Cl=1,GHSPictograms,{{GHS07}},
Lithium chloride,Li=1 | Cl=1,GHSSignalWord,Warning,
Lithium chloride,Li=1 | Cl=1,HPhrases,{{H-phrases|302|315|319|335}},
Lithium chloride,Li=1 | Cl=1,OtherAnions,[[Lithium fluoride]][[Lithium bromide]][[Lithium iodide]][[Lithium astatide]],
Lithium chloride,Li=1 | Cl=1,OtherCations,[[Sodium chloride]][[Potassium chloride]][[Rubidium chloride]][[Caesium chloride]][[Francium chloride]],
Lithium hypochlorite,LiClO,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium hypochlorite,LiClO,ChemSpiderID,55593,
Lithium hypochlorite,LiClO,InChI,1/ClO.Li/c1-2;/q-1;+1,
Lithium hypochlorite,LiClO,InChIKey,LWXVCCOAQYNXNX-UHFFFAOYAC,
Lithium hypochlorite,LiClO,SMILES,[Li+].[O-]Cl,
Lithium hypochlorite,LiClO,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium hypochlorite,LiClO,StdInChI,1S/ClO.Li/c1-2;/q-1;+1,
Lithium hypochlorite,LiClO,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium hypochlorite,LiClO,StdInChIKey,LWXVCCOAQYNXNX-UHFFFAOYSA-N,
Lithium hypochlorite,LiClO,CASNo,13840-33-0,
Lithium hypochlorite,LiClO,CASNo_Ref,{{cascite|correct|??}},
Lithium hypochlorite,LiClO,RTECS,NH3486000,
Lithium hypochlorite,LiClO,PubChem,23665767,
Lithium hypochlorite,LiClO,MolarMass,58.39,g/mol
Lithium hypochlorite,LiClO,Appearance,white solid,
Lithium hypochlorite,LiClO,Odor,[[chlorine]]-like odor,
Lithium hypochlorite,LiClO,Density,0.531,g/cm3 (20 °C)
Lithium hypochlorite,LiClO,Solubility,soluble,
Lithium hypochlorite,LiClO,MeltingPtC,135,
Lithium hypochlorite,LiClO,BoilingPtC,1336,
Lithium hypochlorite,LiClO,AutoignitionPt,>,
Lithium hypochlorite,LiClO,AutoignitionPtC,180,
Lithium chlorate,LiClO3,SMILES,[Li+].[O-]Cl(=O)=O,
Lithium chlorate,LiClO3,CASNo,13453-71-9,
Lithium chlorate,LiClO3,CASNo_Ref,{{cascite|correct|CAS}},
Lithium chlorate,LiClO3,PubChem,23682463,
Lithium chlorate,LiClO3,ChemSpiderID,55520,
Lithium chlorate,LiClO3,InChI,"1S/ClHO3.Li/c2-1(3)4;/h(H,2,3,4);/q;+1/p-1",
Lithium chlorate,LiClO3,MolarMass,90.39,g/mol
Lithium chlorate,LiClO3,Solubility,0,°C) 777g/100mL (60 °C)
Lithium chlorate,LiClO3,MeltingPtC,127.6,to 129
Lithium chlorate,LiClO3,NFPA-H,| NFPA-F = | NFPA-R = | NFPA-S =,
Lithium chlorate,LiClO3,OtherAnions,[[Lithium chloride]][[Lithium hypochlorite]][[Lithium perchlorate]],
Lithium chlorate,LiClO3,OtherCations,[[Sodium chlorate]][[Potassium chlorate]][[Caesium chlorate]],
Lithium perchlorate,Li=1 | Cl=1 | O=4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,ChemSpiderID,133514,
Lithium perchlorate,Li=1 | Cl=1 | O=4,InChI,"1/ClHO4.Li/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",
Lithium perchlorate,Li=1 | Cl=1 | O=4,InChIKey,MHCFAGZWMAWTNR-REWHXWOFAR,
Lithium perchlorate,Li=1 | Cl=1 | O=4,SMILES,[Li+].[O-]Cl(=O)(=O)=O,
Lithium perchlorate,Li=1 | Cl=1 | O=4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,StdInChI,"1S/ClHO4.Li/c2-1(3,4)5;/h(H,2,3,4,5);/q;+1/p-1",
Lithium perchlorate,Li=1 | Cl=1 | O=4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,StdInChIKey,MHCFAGZWMAWTNR-UHFFFAOYSA-M,
Lithium perchlorate,Li=1 | Cl=1 | O=4,CASNo,7791-03-9,
Lithium perchlorate,Li=1 | Cl=1 | O=4,CASNo_Ref,{{cascite|correct|CAS}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,UNII_Ref,{{fdacite|changed|FDA}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,UNII,Q86SE98C9C,
Lithium perchlorate,Li=1 | Cl=1 | O=4,PubChem,23665649,
Lithium perchlorate,Li=1 | Cl=1 | O=4,Appearance,white crystals,
Lithium perchlorate,Li=1 | Cl=1 | O=4,Odor,odorless,
Lithium perchlorate,Li=1 | Cl=1 | O=4,Density,2.42,g/cm3
Lithium perchlorate,Li=1 | Cl=1 | O=4,Solubility,42.7,g/100 mL (0 °C) 49 g/100 mL (10 °C) 59.8 g/100 mL (25 °C) 71.8 g/100 mL (40 °C) 119.5 g/100 mL (80 °C) 300 g/100 g (120 °C)
Lithium perchlorate,Li=1 | Cl=1 | O=4,SolubleOther,"soluble in [[alcohol]], [[ethyl acetate]]",
Lithium perchlorate,Li=1 | Cl=1 | O=4,Solubility1,137,g/100 g
Lithium perchlorate,Li=1 | Cl=1 | O=4,Solvent1,acetone,
Lithium perchlorate,Li=1 | Cl=1 | O=4,Solubility2,1.82,"g/g (0 °C, in [[methanol|CH3OH]]) 1.52 g/g (0 °C, in [[ethanol|C2H5OH]]) 1.05 g/g (25 °C, in [[propanol|C3H7OH]]) 0.793 g/g (0 °C, in [[butanol|C4H9OH]])"
Lithium perchlorate,Li=1 | Cl=1 | O=4,Solvent2,alcohol,
Lithium perchlorate,Li=1 | Cl=1 | O=4,MeltingPtC,236,
Lithium perchlorate,Li=1 | Cl=1 | O=4,BoilingPtC,430,
Lithium perchlorate,Li=1 | Cl=1 | O=4,BoilingPt_notes,decomposes from 400&nbsp;°C,
Lithium perchlorate,Li=1 | Cl=1 | O=4,DeltaHf,-380.99,kJ/mol
Lithium perchlorate,Li=1 | Cl=1 | O=4,DeltaGf,-254,kJ/mol
Lithium perchlorate,Li=1 | Cl=1 | O=4,Entropy,125.5,J/mol·K
Lithium perchlorate,Li=1 | Cl=1 | O=4,HeatCapacity,105,J/mol·K
Lithium perchlorate,Li=1 | Cl=1 | O=4,ExternalSDS,9924516,MSDS]
Lithium perchlorate,Li=1 | Cl=1 | O=4,MainHazards,"Oxidizer, irritant",
Lithium perchlorate,Li=1 | Cl=1 | O=4,NFPA-H,2,| NFPA-F = 0 | NFPA-R = 0 | NFPA-S = OX
Lithium perchlorate,Li=1 | Cl=1 | O=4,GHSPictograms,{{GHS03}}{{GHS07}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,GHSSignalWord,Danger,
Lithium perchlorate,Li=1 | Cl=1 | O=4,HPhrases,{{H-phrases|272|315|319|335}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,PPhrases,{{P-phrases|220|261|305+351+338}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,RPhrases,"{{R8}}, {{R36/37/38}}",
Lithium perchlorate,Li=1 | Cl=1 | O=4,SPhrases,"{{S17}}, {{S26}}, {{S36}}",
Lithium perchlorate,Li=1 | Cl=1 | O=4,EUClass,{{Hazchem O}} {{Hazchem Xi}},
Lithium perchlorate,Li=1 | Cl=1 | O=4,OtherAnions,[[Lithium chloride]][[Lithium hypochlorite]][[Lithium chlorate]],
Lithium perchlorate,Li=1 | Cl=1 | O=4,OtherCations,[[Sodium perchlorate]][[Potassium perchlorate]][[Rubidium perchlorate]],
Lithium cobalt oxide,{{chem|LiCoO|2}},CASNo_Ref,{{cascite|correct|CAS}},
Lithium cobalt oxide,{{chem|LiCoO|2}},CASNo,12190-79-3,
Lithium cobalt oxide,{{chem|LiCoO|2}},PubChem,23670860,}}
Lithium cobalt oxide,{{chem|LiCoO|2}},MolarMass,97.87,g mol−1
Lithium cobalt oxide,{{chem|LiCoO|2}},Solubility,}},
Lithium cobalt oxide,{{chem|LiCoO|2}},MainHazards,harmful,
Lithium cobalt oxide,{{chem|LiCoO|2}},RPhrases,{{R42/43}},
Lithium cobalt oxide,{{chem|LiCoO|2}},SPhrases,{{S36}} }},
Lithium peroxide,Li2O2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium peroxide,Li2O2,ChemSpiderID,23787,
Lithium peroxide,Li2O2,InChI,1/2Li.O2/c;;1-2/q2*+1;-2,
Lithium peroxide,Li2O2,InChIKey,HPGPEWYJWRWDTP-UHFFFAOYAV,
Lithium peroxide,Li2O2,SMILES,[Li+].[Li+].[O-][O-],
Lithium peroxide,Li2O2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium peroxide,Li2O2,StdInChI,1S/2Li.O2/c;;1-2/q2*+1;-2,
Lithium peroxide,Li2O2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium peroxide,Li2O2,StdInChIKey,HPGPEWYJWRWDTP-UHFFFAOYSA-N,
Lithium peroxide,Li2O2,CASNo_Ref,{{cascite|correct|??}},
Lithium peroxide,Li2O2,CASNo,12031-80-0,
Lithium peroxide,Li2O2,PubChem,25489,
Lithium peroxide,Li2O2,MolarMass,45.881,g/mol
Lithium peroxide,Li2O2,Appearance,"fine, white powder",
Lithium peroxide,Li2O2,Odor,odorless,
Lithium peroxide,Li2O2,Density,2.31,g/cm3
Lithium peroxide,Li2O2,Solubility,soluble,
Lithium peroxide,Li2O2,SolubleOther,insoluble in [[alcohol]],
Lithium peroxide,Li2O2,MeltingPtC,195,
Lithium peroxide,Li2O2,BoilingPt,Decomposes to [[Lithium oxide|Li2O]],
Lithium peroxide,Li2O2,CrystalStruct,hexagonal,
Lithium peroxide,Li2O2,DeltaHf,-13.82,kJ/g
Lithium peroxide,Li2O2,EUClass,not listed,
Lithium peroxide,Li2O2,NFPA-H,3,
Lithium peroxide,Li2O2,NFPA-R,2,
Lithium peroxide,Li2O2,NFPA-F,0,
Lithium peroxide,Li2O2,NFPA-S,OX,
Lithium hydride,LiH,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium hydride,LiH,ChemSpiderID,56460,
Lithium hydride,LiH,InChI,1/Li.H/q+1;-1,
Lithium hydride,LiH,InChIKey,SRTHRWZAMDZJOS-UHFFFAOYAZ,
Lithium hydride,LiH,SMILES,[H-].[Li+],
Lithium hydride,LiH,StdInChI_Ref,{{stdinchicite|changed|chemspider}},
Lithium hydride,LiH,StdInChI,1S/Li.H,
Lithium hydride,LiH,StdInChIKey_Ref,{{stdinchicite|changed|chemspider}},
Lithium hydride,LiH,StdInChIKey,SIAPCJWMELPYOE-UHFFFAOYSA-N,
Lithium hydride,LiH,CASNo,7580-67-8,
Lithium hydride,LiH,CASNo_Ref,{{cascite|correct|CAS}},
Lithium hydride,LiH,PubChem,62714,
Lithium hydride,LiH,RTECS,OJ6300000,
Lithium hydride,LiH,MolarMass,7.95,g/mol
Lithium hydride,LiH,Appearance,colorless to gray solid,
Lithium hydride,LiH,BoilingPt,1000,°C
Lithium hydride,LiH,RefractIndex,1.9847{{rp|43}},
Lithium hydride,LiH,CrystalStruct,[[Cubic crystal system|fcc]] ([[Halite structure|NaCl-type]]),
Lithium hydride,LiH,LattConst_a,0.40834,nm{{rp|56}}
Lithium hydride,LiH,Dipole,6.0,D{{rp|35}}
Lithium hydride,LiH,DeltaHf,-90.65,kJ/mol
Lithium hydride,LiH,DeltaGf,-68.48,kJ/mol
Lithium hydride,LiH,Entropy,170.8,J/mol K
Lithium hydride,LiH,HeatCapacity,3.51,J/(g·K)
Lithium hydride,LiH,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0813.htm ICSC 0813],
Lithium hydride,LiH,NFPA-H,3,
Lithium hydride,LiH,NFPA-F,2,
Lithium hydride,LiH,NFPA-R,2,
Lithium hydride,LiH,NFPA-S,W,
Lithium hydride,LiH,AutoignitionPtC,200,
Lithium hydride,LiH,LD50,77.5,"mg/kg (oral, rat)"
Lithium hydride,LiH,IDLH,0.5,mg/m3
Lithium hydride,LiH,LC50,22,"mg/m3 (rat, 4 hr)"
Lithium hydride,LiH,PEL,0.025,mg/m3
Lithium hydride,LiH,REL,0.025,mg/m3
Lithium hydride,LiH,OtherCations,[[Sodium hydride]][[Potassium hydride]][[Rubidium hydride]][[Caesium hydride]],
Lithium hydride,LiH,OtherCompounds,[[Lithium borohydride]][[Lithium aluminium hydride]],
Lithium hydroxide,LiOH,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium hydroxide,LiOH,ChemSpiderID,3802,
Lithium hydroxide,LiOH,UNII_Ref,{{fdacite|correct|FDA}},
Lithium hydroxide,LiOH,UNII,903YL31JAS,
Lithium hydroxide,LiOH,InChI,1/Li.H2O/h;1H2/q+1;/p-1,
Lithium hydroxide,LiOH,InChIKey,WMFOQBRAJBCJND-REWHXWOFAT,
Lithium hydroxide,LiOH,ChEBI_Ref,{{ebicite|correct|EBI}},
Lithium hydroxide,LiOH,ChEBI,33979,
Lithium hydroxide,LiOH,SMILES,[Li+].[OH-],
Lithium hydroxide,LiOH,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium hydroxide,LiOH,StdInChI,1S/Li.H2O/h;1H2/q+1;/p-1,
Lithium hydroxide,LiOH,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium hydroxide,LiOH,StdInChIKey,WMFOQBRAJBCJND-UHFFFAOYSA-M,
Lithium hydroxide,LiOH,CASNo,1310-65-2,
Lithium hydroxide,LiOH,CASNo_Ref,{{cascite|correct|CAS}},
Lithium hydroxide,LiOH,CASNo2,1310-66-3,
Lithium hydroxide,LiOH,CASNo2_Ref,{{cascite|changed|??}},
Lithium hydroxide,LiOH,CASNo2_Comment,(monohydrate),
Lithium hydroxide,LiOH,PubChem,3939,
Lithium hydroxide,LiOH,RTECS,OJ6307070,
Lithium hydroxide,LiOH,UNNumber,2680,
Lithium hydroxide,LiOH,Gmelin,68415,
Lithium hydroxide,LiOH,MolarMass,23.95,g/mol (anhydrous)  41.96 g/mol (monohydrate)
Lithium hydroxide,LiOH,Appearance,[[hygroscopic]] white solid  odorless,
Lithium hydroxide,LiOH,Density,1.46,g/cm3 (anhydrous)  1.51 g/cm3 (monohydrate)
Lithium hydroxide,LiOH,MeltingPtC,462,
Lithium hydroxide,LiOH,BoilingPtC,924,
Lithium hydroxide,LiOH,BoilingPt_notes,decomposes,
Lithium hydroxide,LiOH,Solubility,12.7,g/100 mL (0&nbsp;°C)  12.8 g/100 mL (20&nbsp;°C)  17.5 g/100 mL (100&nbsp;°C)  ''monohydrate:''  22.3 g/100 mL (10&nbsp;°C)  26.8 g/100 mL (80&nbsp;°C)
Lithium hydroxide,LiOH,Solvent1,methanol,
Lithium hydroxide,LiOH,Solubility1,9.76,"g/100 g (20&nbsp;°C, 48 hours mixing)  ''monohydrate:''  13.69 g/100 g (20&nbsp;°C, 48 hours mixing)"
Lithium hydroxide,LiOH,Solvent2,ethanol,
Lithium hydroxide,LiOH,Solubility2,2.36,"g/100 g (20&nbsp;°C, 48 hours mixing)  ''monohydrate:''  2.18 g/100 g (20&nbsp;°C, 48 hours mixing)"
Lithium hydroxide,LiOH,DeltaHf,-20.36,kJ/g
Lithium hydroxide,LiOH,HeatCapacity,2.071,J/g K
Lithium hydroxide,LiOH,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0913.htm ICSC 0913][http://www.inchem.org/documents/icsc/icsc/eics0914.htm ICSC 0914] (monohydrate),
Lithium hydroxide,LiOH,MainHazards,Corrosive,
Lithium hydroxide,LiOH,NFPA-H,3,
Lithium hydroxide,LiOH,NFPA-F,0,
Lithium hydroxide,LiOH,NFPA-R,0,
Lithium hydroxide,LiOH,FlashPt,Non-flammable,
Lithium hydroxide,LiOH,LD50,210,"mg/kg (oral, rat)"
Lithium hydroxide,LiOH,OtherAnions,[[Lithium amide]],
Lithium hydroxide,LiOH,OtherCations,[[Sodium hydroxide]][[Potassium hydroxide]][[Rubidium hydroxide]][[Caesium hydroxide]],
Lithium hydroxide,LiOH,OtherCompounds,[[Lithium oxide]],
Lithium iodide,LiI,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium iodide,LiI,ChemSpiderID,59699,
Lithium iodide,LiI,InChI,1/HI.Li/h1H;/q;+1/p-1,
Lithium iodide,LiI,InChIKey,HSZCZNFXUDYRKD-REWHXWOFAM,
Lithium iodide,LiI,SMILES,[Li+].[I-],
Lithium iodide,LiI,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium iodide,LiI,StdInChI,1S/HI.Li/h1H;/q;+1/p-1,
Lithium iodide,LiI,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium iodide,LiI,StdInChIKey,HSZCZNFXUDYRKD-UHFFFAOYSA-M,
Lithium iodide,LiI,CASNo,10377-51-2,
Lithium iodide,LiI,CASNo_Ref,{{cascite|correct|CAS}},
Lithium iodide,LiI,CASNo2_Ref,{{cascite|changed|??}},
Lithium iodide,LiI,CASNo2,17023-24-4,
Lithium iodide,LiI,CASNo2_Comment,(monohydrate),
Lithium iodide,LiI,CASNo3_Ref,{{cascite|changed|??}},
Lithium iodide,LiI,CASNo3,17023-25-5,
Lithium iodide,LiI,CASNo3_Comment,(dihydrate),
Lithium iodide,LiI,CASNo4_Ref,{{cascite|changed|??}},
Lithium iodide,LiI,CASNo4,7790-22-9,
Lithium iodide,LiI,CASNo4_Comment,(trihydrate),
Lithium iodide,LiI,UNII_Ref,{{fdacite|changed|FDA}},
Lithium iodide,LiI,UNII,S6K2XET783,
Lithium iodide,LiI,PubChem,66321,
Lithium iodide,LiI,MolarMass,133.85,g/mol
Lithium iodide,LiI,Appearance,White crystalline solid,
Lithium iodide,LiI,Density,4.076,g/cm3 (anhydrous)  3.494 g/cm3 (trihydrate)
Lithium iodide,LiI,Solubility,1510,g/L (0 °C)  1670 g/L (25 °C)  4330 g/L (100 °C)
Lithium iodide,LiI,Solubility1,3430,g/L (20 °C)
Lithium iodide,LiI,Solvent1,methanol,
Lithium iodide,LiI,Solubility2,426,g/L (18 °C)
Lithium iodide,LiI,Solvent2,acetone,
Lithium iodide,LiI,SolubleOther,"soluble in [[ethanol]], [[propanol]], [[ethanediol]], [[ammonia]]",
Lithium iodide,LiI,MeltingPtC,469,
Lithium iodide,LiI,BoilingPtC,1171,
Lithium iodide,LiI,RefractIndex,1.955,
Lithium iodide,LiI,DeltaHf,-2.02,kJ/g or −270.48 kJ/mol
Lithium iodide,LiI,DeltaGf,-266.9,kJ/mol
Lithium iodide,LiI,Entropy,75.7,J/mol K
Lithium iodide,LiI,HeatCapacity,0.381,J/g K or 54.4 J/mol K
Lithium iodide,LiI,ExternalSDS,[https://fscimage.fishersci.com/msds/58202.htm External MSDS],
Lithium iodide,LiI,FlashPt,Non-flammable,
Lithium iodide,LiI,OtherAnions,[[Lithium fluoride]][[Lithium chloride]][[Lithium bromide]][[Lithium astatide]],
Lithium iodide,LiI,OtherCations,[[Sodium iodide]][[Potassium iodide]][[Rubidium iodide]][[Caesium iodide]][[Francium iodide]],
Lithium iron phosphate,{{chem|FeLiO|4|P}},StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},StdInChI,"1S/Fe.Li.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q+2;+1;/p-3",
Lithium iron phosphate,{{chem|FeLiO|4|P}},StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},StdInChIKey,GELKBWJHTRAYNV-UHFFFAOYSA-K,
Lithium iron phosphate,{{chem|FeLiO|4|P}},InChI,"1S/Fe.Li.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q+2;+1;/p-3",
Lithium iron phosphate,{{chem|FeLiO|4|P}},InChIKey1,GELKBWJHTRAYNV-UHFFFAOYSA-K,
Lithium iron phosphate,{{chem|FeLiO|4|P}},CASNo_Ref,{{cascite|changed|??}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},CASNo,15365-14-7,
Lithium iron phosphate,{{chem|FeLiO|4|P}},ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},ChemSpiderID,10752170,
Lithium iron phosphate,{{chem|FeLiO|4|P}},SMILES,[Fe+2].[Li+].[O-]P([O-])([O-])=O,
Lithium iron phosphate,{{chem|FeLiO|4|P}},ChEBI_Ref,{{ebicite|correct|EBI}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},KEGG_Ref,{{keggcite|correct|kegg}},
Lithium iron phosphate,{{chem|FeLiO|4|P}},MolarMass,157.757,
Lithium nitrate,LiNO3,CASNo,7790-69-4,
Lithium nitrate,LiNO3,CASNo_Ref,{{cascite|correct|CAS}},
Lithium nitrate,LiNO3,PubChem,10129889,
Lithium nitrate,LiNO3,RTECS,QU9200000,
Lithium nitrate,LiNO3,InChI,1S/Li.NO3/c;2-1(3)4/q+1;-1,
Lithium nitrate,LiNO3,InChIKey,IIPYXGDZVMZOAP-UHFFFAOYSA-N,
Lithium nitrate,LiNO3,SMILES,[Li+].[N+](=O)([O-])[O-],
Lithium nitrate,LiNO3,ChemSpiderID_Ref,{{chemspidercite|changed|chemspider}},
Lithium nitrate,LiNO3,ChemSpiderID,8305408,
Lithium nitrate,LiNO3,InChI2,1/Li.NO3/c;2-1(3)4/q+1;-1,
Lithium nitrate,LiNO3,InChIKey2,IIPYXGDZVMZOAP-UHFFFAOYAC,
Lithium nitrate,LiNO3,StdInChIKey_Ref,{{stdinchicite|changed|chemspider}},
Lithium nitrate,LiNO3,StdInChIKey,IIPYXGDZVMZOAP-UHFFFAOYSA-N,
Lithium nitrate,LiNO3,MolarMass,68.946,g/mol
Lithium nitrate,LiNO3,Appearance,White to light yellow solid,
Lithium nitrate,LiNO3,Density,2.38,g/cm3
Lithium nitrate,LiNO3,MeltingPtC,255,
Lithium nitrate,LiNO3,BoilingPtC,600,
Lithium nitrate,LiNO3,BoilingPt_notes,(decomposes),
Lithium nitrate,LiNO3,Solubility,52.2,g/100 mL (20 °C)  90 g/100 mL (28 °C)  234 g/100 mL (100 °C)
Lithium nitrate,LiNO3,SolubleOther,"soluble in [[ethanol]], [[methanol]], [[pyridine]], [[ammonia]], [[acetone]]",
Lithium nitrate,LiNO3,RefractIndex,1.735,
Lithium nitrate,LiNO3,DeltaHf,-7.007,kJ/g or -482.3 kJ/mol
Lithium nitrate,LiNO3,DeltaHc,25.5,kH/mol
Lithium nitrate,LiNO3,DeltaGf,-389.5,kJ/mol
Lithium nitrate,LiNO3,Entropy,105,J/mol K
Lithium nitrate,LiNO3,HeatCapacity,64,J/mol K
Lithium nitrate,LiNO3,MainHazards,"Oxidant, irritant",
Lithium nitrate,LiNO3,NFPA-H,1,
Lithium nitrate,LiNO3,NFPA-F,0,
Lithium nitrate,LiNO3,NFPA-R,0,
Lithium nitrate,LiNO3,NFPA-S,OX,
Lithium nitrate,LiNO3,FlashPt,Non-flammable,
Lithium nitrate,LiNO3,LD50,1426,"mg/kg (oral, rat)"
Lithium nitrate,LiNO3,OtherCations,[[Sodium nitrate]][[Potassium nitrate]][[Rubidium nitrate]][[Caesium nitrate]],
Lithium nitrate,LiNO3,OtherCompounds,[[Lithium sulfate]][[Lithium chloride]],
Lithium sulfide,Li2S,SMILES1,[Li+].[Li+].[S-2],
Lithium sulfide,Li2S,InChI,1S/2Li.S/q2*+1;-2,
Lithium sulfide,Li2S,InChIKey1,GLNWILHOFOBOFD-UHFFFAOYSA-N,
Lithium sulfide,Li2S,CASNo,12136-58-2,
Lithium sulfide,Li2S,CASNo_Ref,{{cascite|correct|CAS}},
Lithium sulfide,Li2S,PubChem,10290727,
Lithium sulfide,Li2S,ChemSpiderID,8466196,
Lithium sulfide,Li2S,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Lithium sulfide,Li2S,EINECS,235-228-1,
Lithium sulfide,Li2S,RTECS,OJ6439500,
Lithium sulfide,Li2S,SMILES,[Li+].[Li+].[S-2],
Lithium sulfide,Li2S,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Lithium sulfide,Li2S,StdInChI,1S/2Li.S/q2*+1;-2,
Lithium sulfide,Li2S,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Lithium sulfide,Li2S,StdInChIKey,GLNWILHOFOBOFD-UHFFFAOYSA-N}},
Lithium sulfide,Li2S,MolarMass,45.95,g/mol
Lithium sulfide,Li2S,Appearance,white solid,
Lithium sulfide,Li2S,Density,1.66,g/cm3
Lithium sulfide,Li2S,MeltingPtC,938,
Lithium sulfide,Li2S,BoilingPtC,1372,
Lithium sulfide,Li2S,Solubility,very soluble,
Lithium sulfide,Li2S,SolubleOther,very soluble in [[ethanol]],
Lithium sulfide,Li2S,CrystalStruct,"[[Antifluorite]] (cubic), [[Pearson symbol|''cF12'']]",
Lithium sulfide,Li2S,SpaceGroup,"Fm3m, No. 225",
Lithium sulfide,Li2S,Coordination,Tetrahedral (Li+); cubic (S2−),
